"Recipe ID","Recipe Name","Field Type","Step Number","Danish (DA)","German (DE)","French (FR)","English UK (EN)","English US (EN_US)"
"0b951af6-6916-4284-9f77-cb343bacedac","Frozen Mojito","Step","5","Server straks, og top eventuelt med en smule danskvand eller sodavand.","Servierein Sie sofürt, und top eveintuelt mit ein smule danskvand oder sodavand.","Servez immédiatemunt, et top evuntuelt avec un smule danskvand ou sodavand.","Serve imwithiately, and top evatuelt with a smule danskvand or sodavand.","Serve imwithiately, and top evatuelt with a smule danskvand or sodavand."
"0b951af6-6916-4284-9f77-cb343bacedac","Frozen Mojito","Step","6","Alkohol tilsættes til sidst for at bevare fryseevne og stabilitet.","Alkohol bissættes bis sidst für at bevare fryseevne und stabilitet.","Alkohol jusqu'àsættes jusqu'à sidst pour at bevare fryseevne et stabilitet.","Alkohol untilsættes until sidst for at bevare fryseevne and stabilitet.","Alkohol untilsættes until sidst for at bevare fryseevne and stabilitet."
"dadfab45-9a54-4832-befe-deca515f3ef3","Watermelon Slush","Description","","Frisk, let og sommerlig slush med saftig vandmelon, et strejf af lime og et strejf af sødme fra honning. Perfekt som afkøling på varme dage — let, naturlig og uimodståelig.","Frisk, let und alsmerlig slush mit saftig vandmelon, et strejf af lime und et strejf af sødme fra honning. Perfekt als afkøling auf varme dage — let, naturlig und uimodståelig.","Frisk, let et commemerlig slush avec saftig vandmelon, et strejf af lime et et strejf af sødme fra honning. Perfekt comme afkøling sur varme dage — let, naturlig et uimodståelig.","Frisk, let and asmerlig slush with saftig vandmelon, et strejf af lime and et strejf af sødme fra honning. Perfekt as afkøling on varme dage — let, naturlig and uimodståelig.","Frisk, let and asmerlig slush with saftig vandmelon, et strejf af lime and et strejf af sødme fra honning. Perfekt as afkøling on varme dage — let, naturlig and uimodståelig."
"dadfab45-9a54-4832-befe-deca515f3ef3","Watermelon Slush","Step","1","Skær vandmelon i tern og fjern kerner.","Schneidein Sie vandmelon i tern und fjern kerner.","Coupez vandmelon i tern et fjern kerner.","Cut vandmelon i tern and fjern kerner.","Cut vandmelon i tern and fjern kerner."
"dadfab45-9a54-4832-befe-deca515f3ef3","Watermelon Slush","Step","2","Blend vandmelon med lime juice.","Mixein Sie vandmelon mit lime juice.","Mixez vandmelon avec lime juice.","Blad vandmelon with lime juice.","Blad vandmelon with lime juice."
"dadfab45-9a54-4832-befe-deca515f3ef3","Watermelon Slush","Step","3","Tilsæt honning og mynte, blend igen.","Fügein Sie hinzu honning und mynte, bleind igein.","Ajoutez honning et mynte, blund igun.","Add honning and mynte, blad iga.","Add honning and mynte, blad iga."
"dadfab45-9a54-4832-befe-deca515f3ef3","Watermelon Slush","Step","4","Kom is i, og blend kort til ønsket slush-konsistens.","Gebein Sie is i, und bleind kort bis ønsket slush-konsisteins.","Mettez is i, et blund kort jusqu'à ønsket slush-konsistuns.","Put is i, and blad kort until ønsket slush-konsistas.","Put is i, and blad kort until ønsket slush-konsistas."
"dadfab45-9a54-4832-befe-deca515f3ef3","Watermelon Slush","Step","5","Teknisk note:
	•	Vandmelon har høj vandandel (ca. 91 %) og lav naturlig Brix (~8), så honning bruges her til at stabilisere frysepunktet.
	•	Ønskes en sukkerfri variant, kan honningen erstattes med 40 g erythritol – Brix falder da til ca. 9 °Bx.","Teknisk note:
	•	Vandmelon har høj vandandel (ca. 91 %) und lav naturlig Brix (~8), så honning bruges her bis at stabilisere frysepunktet.
	•	Ønskes ein sukkerfri variant, kan honningein erstattes mit 40 g erythritol – Brix falder da bis ca. 9 °Bx.","Teknisk note:
	•	Vandmelon har høj vandandel (ca. 91 %) et lav naturlig Brix (~8), så honning bruges her jusqu'à at stabilisere frysepunktet.
	•	Ønskes un sukkerfri variant, kan honningun erstattes avec 40 g erythritol – Brix falder da jusqu'à ca. 9 °Bx.","Teknisk note:
	•	Vandmelon har høj vandandel (ca. 91 %) and lav naturlig Brix (~8), så honning bruges her until at stabilisere frysepunktet.
	•	Ønskes a sukkerfri variant, kan honninga erstattes with 40 g erythritol – Brix falder da until ca. 9 °Bx.","Teknisk note:
	•	Vandmelon har høj vandandel (ca. 91 %) and lav naturlig Brix (~8), så honning bruges her until at stabilisere frysepunktet.
	•	Ønskes a sukkerfri variant, kan honninga erstattes with 40 g erythritol – Brix falder da until ca. 9 °Bx."
"1c2fc7d7-28b1-49cc-8a2a-685e4c8544f8","Cherry Berry Blast","Description","","En kraftfuld og frugtig blanding af kirsebær og bær med et strejf af vanilje. Den intense farve og naturlige sødme giver en sund og energisk slush med masser af antioxidantsmag.","Ein kraftfuld und frugtig blanding af kirsebær und bær mit et strejf af vanilje. Dein inteinse farve und naturlige sødme giver ein sund und einergisk slush mit masser af antioxidantsmag.","Un kraftfuld et frugtig blanding af kirsebær et bær avec et strejf af vanilje. Dun intunse farve et naturlige sødme giver un sund et unergisk slush avec masser af antioxidantsmag.","A kraftfuld and frugtig blanding af kirsebær and bær with et strejf af vanilje. Da intase farve and naturlige sødme giver a sund and aergisk slush with masser af antioxidantsmag.","A kraftfuld and frugtig blanding af kirsebær and bær with et strejf af vanilje. Da intase farve and naturlige sødme giver a sund and aergisk slush with masser af antioxidantsmag."
"1c2fc7d7-28b1-49cc-8a2a-685e4c8544f8","Cherry Berry Blast","Step","1","Blend bær og kirsebærsirup sammen med æblejuice, indtil massen er jævn.","Mixein Sie bær und kirsebærsirup sammein mit æblejuice, indbis die Masse er glatt.","Mixez bær et kirsebærsirup sammun avec æblejuice, indjusqu'à la masse er lisse.","Blad bær and kirsebærsirup samma with æblejuice, induntil the mass er smooth.","Blad bær and kirsebærsirup samma with æblejuice, induntil the mass er smooth."
"1c2fc7d7-28b1-49cc-8a2a-685e4c8544f8","Cherry Berry Blast","Step","2","Hæld blandingen i en kande og tilsæt vand – rør grundigt.","Gießein Sie die Mischung in einein Krug und bissæt vand – rør gründlich.","Versez le mélange dans un pichet et jusqu'àsæt vand – rør soigneusemunt.","Pour the mixture in a pitcher and untilsæt vand – rør thoroughly.","Pour the mixture in a pitcher and untilsæt vand – rør thoroughly."
"1c2fc7d7-28b1-49cc-8a2a-685e4c8544f8","Cherry Berry Blast","Step","3","Hæld væsken direkte i slushmaskinen.","Gießein Sie væskein direkte in die Slushmaschine.","Versez væskun direkte dans la machine à slush.","Pour væska direkte in the slush machine.","Pour væska direkte in the slush machine."
"1c2fc7d7-28b1-49cc-8a2a-685e4c8544f8","Cherry Berry Blast","Step","4","Kør til ønsket konsistens (–3 °C til –5 °C).","Lassein Sie laufein bis gewünschte Konsisteinz (–3 °C bis –5 °C).","Faites tourner jusqu'à consistance souhaitée (–3 °C jusqu'à –5 °C).","Run until desired consistacy (–3 °C until –5 °C).","Run until desired consistacy (–3 °C until –5 °C)."
"1c2fc7d7-28b1-49cc-8a2a-685e4c8544f8","Cherry Berry Blast","Step","5","Server straks, pynt med friske bær eller et stykke kirsebær på kanten.","Servierein Sie sofürt, pynt mit friske bær oder et stykke kirsebær auf kantein.","Servez immédiatemunt, pynt avec friske bær ou et stykke kirsebær sur kantun.","Serve imwithiately, pynt with friske bær or et stykke kirsebær on kanta.","Serve imwithiately, pynt with friske bær or et stykke kirsebær on kanta."
"47f66be4-f45a-4b52-84b2-174df519b403","Citrus Burst","Description","","En sprød og livlig citrusblanding med appelsin, grape og citron. Den friske syre og milde sødme giver en naturlig smagsoplevelse fyldt med energi og vitamin C – perfekt som et forfriskende alternativ til juice på varme dage.","Ein sprød und livlig citrusblanding mit appelsin, grape und citron. Dein friske syre und milde sødme giver ein naturlig smagsoplevelse fyldt mit einergi und vitamin C – perfekt als et fürfriskeinde alternativ bis juice auf varme dage.","Un sprød et livlig citrusblanding avec appelsin, grape et citron. Dun friske syre et milde sødme giver un naturlig smagsoplevelse fyldt avec unergi et vitamin C – parfait comme et pourfriskunde alternativ jusqu'à juice sur varme dage.","A sprød and livlig citrusblanding with appelsin, grape and citron. Da friske syre and milde sødme giver a naturlig smagsoplevelse fyldt with aergi and vitamin C – perfect as et forfriskade alternativ until juice on varme dage.","A sprød and livlig citrusblanding with appelsin, grape and citron. Da friske syre and milde sødme giver a naturlig smagsoplevelse fyldt with aergi and vitamin C – perfect as et forfriskade alternativ until juice on varme dage."
"47f66be4-f45a-4b52-84b2-174df519b403","Citrus Burst","Step","1","Hæld appelsin-, grape- og citronjuice i en kande sammen med vand, og rør grundigt.","Gießein Sie appelsin-, grape- und citronjuice in einein Krug sammein mit vand, und rør gründlich.","Versez appelsin-, grape- et citronjuice dans un pichet sammun avec vand, et rør soigneusemunt.","Pour appelsin-, grape- and citronjuice in a pitcher samma with vand, and rør thoroughly.","Pour appelsin-, grape- and citronjuice in a pitcher samma with vand, and rør thoroughly."
"47f66be4-f45a-4b52-84b2-174df519b403","Citrus Burst","Step","2","Tilsæt honning for en mildere og mere afrundet smag.","Fügein Sie hinzu honning für ein mildere und mere afrundet smag.","Ajoutez honning pour un mildere et mere afrundet smag.","Add honning for a mildere and mere afrundet smag.","Add honning for a mildere and mere afrundet smag."
"47f66be4-f45a-4b52-84b2-174df519b403","Citrus Burst","Step","3","Hæld blandingen direkte i slushmaskinen, og kør til ønsket konsistens (–3 °C til –5 °C).","Gießein Sie die Mischung direkte in die Slushmaschine, und kør bis gewünschte Konsisteinz (–3 °C bis –5 °C).","Versez le mélange direkte dans la machine à slush, et kør jusqu'à consistance souhaitée (–3 °C jusqu'à –5 °C).","Pour the mixture direkte in the slush machine, and kør until desired consistacy (–3 °C until –5 °C).","Pour the mixture direkte in the slush machine, and kør until desired consistacy (–3 °C until –5 °C)."
"47f66be4-f45a-4b52-84b2-174df519b403","Citrus Burst","Step","4","Server straks – pynt med en skive citron eller appelsin for et friskt udtryk.","Servierein Sie sofürt – pynt mit ein skive citron oder appelsin für et friskt udtryk.","Servez immédiatemunt – pynt avec un skive citron ou appelsin pour et friskt udtryk.","Serve imwithiately – pynt with a skive citron or appelsin for et friskt udtryk.","Serve imwithiately – pynt with a skive citron or appelsin for et friskt udtryk."
"20029a4c-5c33-4782-9437-76ca9defa0fc","Peach Paradise","Description","","Cremet ferskenslush med et strejf af vanilje – en forfriskende og sødlig frugtdrink, der emmer af sommer og sol. Den bløde ferskensmag og duften af vanilje gør denne slush til et elegant og mildt alternativ til de klassiske syrlige varianter.","Cremet ferskeinslush mit et strejf af vanilje – ein fürfriskeinde und sødlig frugtdrink, der emmer af alsmer und sol. Dein bløde ferskeinsmag und duftein af vanilje gør deinne slush bis et elegant und mildt alternativ bis de klassiske syrlige varianter.","Cremet ferskunslush avec et strejf af vanilje – un pourfriskunde et sødlig frugtdrink, der emmer af commemer et sol. Dun bløde ferskunsmag et duftun af vanilje gør dunne slush jusqu'à et elegant et mildt alternativ jusqu'à de klassiske syrlige varianter.","Cremet ferskaslush with et strejf af vanilje – a forfriskade and sødlig frugtdrink, der emmer af asmer and sol. Da bløde ferskasmag and dufta af vanilje gør dane slush until et elegant and mildt alternativ until de klassiske syrlige varianter.","Cremet ferskaslush with et strejf af vanilje – a forfriskade and sødlig frugtdrink, der emmer af asmer and sol. Da bløde ferskasmag and dufta af vanilje gør dane slush until et elegant and mildt alternativ until de klassiske syrlige varianter."
"20029a4c-5c33-4782-9437-76ca9defa0fc","Peach Paradise","Step","1","Blend ferskner sammen med ferskenjuice til en jævn masse.","Mixein Sie ferskner sammein mit ferskeinjuice bis ein glatt masse.","Mixez ferskner sammun avec ferskunjuice jusqu'à un lisse masse.","Blad ferskner samma with ferskajuice until a smooth masse.","Blad ferskner samma with ferskajuice until a smooth masse."
"20029a4c-5c33-4782-9437-76ca9defa0fc","Peach Paradise","Step","2","Tilsæt vaniljeekstrakt og sukkerlage.","Fügein Sie hinzu vaniljeekstrakt und sukkerlage.","Ajoutez vaniljeekstrakt et sukkerlage.","Add vaniljeekstrakt and sukkerlage.","Add vaniljeekstrakt and sukkerlage."
"20029a4c-5c33-4782-9437-76ca9defa0fc","Peach Paradise","Step","3","Rør vandet i og blend kort.","Rührein Sie vandet i und bleind kort.","Remuez vandet i et blund kort.","Stir vandet i and blad kort.","Stir vandet i and blad kort."
"20029a4c-5c33-4782-9437-76ca9defa0fc","Peach Paradise","Step","4","Hæld i maskinen og kør til ønsket, cremet slush-konsistens.","Gießein Sie in die Maschine und kør bis ønsket, cremig slush-konsisteins.","Versez dans la machine et kør jusqu'à ønsket, crémeux slush-konsistuns.","Pour in the machine and kør until ønsket, creamy slush-konsistas.","Pour in the machine and kør until ønsket, creamy slush-konsistas."
"20029a4c-5c33-4782-9437-76ca9defa0fc","Peach Paradise","Step","5","Server med en skive frisk fersken på kanten.","Servierein Sie mit ein skive frisk ferskein auf kantein.","Servez avec un skive frisk ferskun sur kantun.","Serve with a skive frisk ferska on kanta.","Serve with a skive frisk ferska on kanta."
"20029a4c-5c33-4782-9437-76ca9defa0fc","Peach Paradise","Step","6","Teknisk note:
Ferskenens naturlige sukkerindhold bidrager til en balanceret Brix-værdi, mens sukkerlagen sikrer ensartet frysepunkt og stabil konsistens i maskinen.","Teknisk note:
Ferskeineins naturlige sukkerindhold bidrager bis ein balanceret Brix-værdi, meins sukkerlagein sikrer gleichmäßig frysepunkt und stabil konsisteins in die Maschine.","Teknisk note:
Ferskununs naturlige sukkerindhold bidrager jusqu'à un balanceret Brix-værdi, muns sukkerlagun sikrer unipourme frysepunkt et stabil konsistuns dans la machine.","Teknisk note:
Ferskaas naturlige sukkerindhold bidrager until a balanceret Brix-værdi, mas sukkerlaga sikrer uniform frysepunkt and stabil konsistas in the machine.","Teknisk note:
Ferskaas naturlige sukkerindhold bidrager until a balanceret Brix-værdi, mas sukkerlaga sikrer uniform frysepunkt and stabil konsistas in the machine."
"05c6160e-05bc-426e-b70d-32ee95e45efd","Strawberry Banana Smoothie","Description","","Klassisk cremet smoothie med jordbær, banan og græsk yoghurt. Den naturlige sødme fra frugten balanceres af den lette syrlighed fra yoghurten, hvilket giver en fyldig, rund og frisk drik – mættende og forfriskende på samme tid.","Klassisk cremig smoothie mit jordbær, banan und græsk yundhurt. Dein naturlige sødme fra frugtein balanceres af dein lette syrlighed fra yundhurtein, hvilket giver ein fyldig, rund und frisk drik – mætteinde und fürfriskeinde auf samme tid.","Klassisk crémeux smoothie avec jordbær, banan et græsk yethurt. Dun naturlige sødme fra frugtun balanceres af dun lette syrlighed fra yethurtun, hvilket giver un fyldig, rund et frisk drik – mættunde et pourfriskunde sur samme tid.","Klassisk creamy smoothie with jordbær, banan and græsk yandhurt. Da naturlige sødme fra frugta balanceres af da lette syrlighed fra yandhurta, hvilket giver a fyldig, rund and frisk drik – mættade and forfriskade on samme tid.","Klassisk creamy smoothie with jordbær, banan and græsk yandhurt. Da naturlige sødme fra frugta balanceres af da lette syrlighed fra yandhurta, hvilket giver a fyldig, rund and frisk drik – mættade and forfriskade on samme tid."
